"","Subject","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5","features_class","features_trials","features_scale"
"54","CTEEG033",0.699,0.481,0.089,0.067,0.440677966101695,0.559322033898305,0.456,0.591,0.75,0.057,0.036,0.077,0.416217257318952,0.314522342064715,0.269260400616333,0.755,0.601,0.501,0.401,0.076,0.034,0.024,0.045,0.2557781201849,0.288713405238829,0.281587057010786,0.173921417565485,0.556,0.774,0.636,0.489,0.398,0.021,0.072,0.028,0.019,0.044,0.190292758089368,0.208397534668721,0.214175654853621,0.224768875192604,0.162365177195686,"control",1,"RawMidline"
"55","CTEEG034",0.722,1.087,0.105,0.164,0.627564847077042,0.372435152922958,0.616,1.093,0.794,0.071,0.163,0.053,0.245451025938831,0.363917924893535,0.390631049167635,1.163,0.761,0.611,0.896,0.15,0.032,0.07,0.049,0.252419667053813,0.276229190863337,0.233255903987611,0.238095238095238,0.896,1.163,0.553,0.766,0.671,0.048,0.15,0.056,0.03,0.027,0.237708091366628,0.252226093689508,0.111691831204026,0.255516840882695,0.142857142857143,"control",1,"RawMidline"
"56","CTEEG035",0.471,0.757,0.078,0.14,0.574418604651163,0.425581395348837,0.844,0.428,0.597,0.124,0.057,0.05,0.244573643410853,0.378294573643411,0.377131782945736,0.487,0.384,0.847,0.611,0.029,0.042,0.124,0.044,0.239341085271318,0.197286821705426,0.24031007751938,0.323062015503876,0.865,0.655,0.559,0.47,0.38,0.12,0.032,0.028,0.021,0.041,0.213372093023256,0.193798449612403,0.222480620155039,0.186240310077519,0.184108527131783,"control",1,"RawMidline"
"57","CTEEG036",0.892,1.317,0.135,0.175,0.655864197530864,0.344135802469136,0.783,1.355,1.024,0.089,0.163,0.061,0.337384259259259,0.291473765432099,0.371141975308642,1.054,0.751,1.358,0.923,0.044,0.075,0.163,0.036,0.270061728395062,0.258873456790123,0.288966049382716,0.182098765432099,1.135,0.75,1.024,0.92,1.412,0.05,0.075,0.025,0.035,0.15,0.173996913580247,0.256751543209877,0.171489197530864,0.178240740740741,0.219521604938272,"control",1,"RawMidline"
"58","CTEEG037",0.461,0.736,0.066,0.136,0.482135996926623,0.517864003073377,0.619,0.846,0.446,0.045,0.117,0.057,0.338647714175951,0.248559354590857,0.412792931233192,0.404,0.512,0.849,0.635,0.039,0.033,0.116,0.037,0.22915866308106,0.247791010372647,0.244717633499808,0.278332693046485,0.463,0.547,0.651,0.865,0.38,0.022,0.028,0.036,0.113,0.03,0.189204763734153,0.190741452170572,0.257011140991164,0.219170188244333,0.143872454859777,"control",1,"RawMidline"
"59","CTEEG038",0.523,0.803,0.085,0.164,0.6,0.4,0.628,0.851,0.469,0.043,0.169,0.064,0.350338164251208,0.29256038647343,0.357101449275362,0.616,0.468,1.048,0.762,0.036,0.064,0.216,0.05,0.304734299516908,0.351884057971015,0.08,0.263381642512077,1.048,0.512,0.616,0.401,0.762,0.216,0.022,0.035,0.046,0.05,0.08,0.213719806763285,0.303768115942029,0.138743961352657,0.263768115942029,"control",1,"RawMidline"
"60","CTEEG041",0.721,1.12,0.12,0.196,0.568230071414785,0.431769928585215,0.635,1.15,0.846,0.088,0.192,0.053,0.316927234124686,0.377533294730747,0.305539471144567,0.631,0.831,1.316,1.017,0.087,0.046,0.193,0.062,0.309978768577495,0.275815479637136,0.156340474811812,0.257865276973557,1.317,0.715,1.019,0.571,0.844,0.193,0.036,0.061,0.074,0.04,0.15537541015248,0.18355529820498,0.251302837290098,0.16348195329087,0.246284501061571,"control",1,"RawMidline"
"61","CTEEG042",0.431,0.78,0.091,0.184,0.703982985305491,0.296017014694509,0.812,0.525,0.363,0.18,0.046,0.056,0.252513534416087,0.356535189481825,0.390951276102088,0.561,0.336,0.836,0.452,0.037,0.045,0.178,0.029,0.25831399845321,0.273781902552204,0.222931167826759,0.244972931167827,0.467,0.837,0.392,0.309,0.565,0.024,0.178,0.021,0.036,0.036,0.203402938901779,0.221771075019335,0.162026295436968,0.169760247486466,0.243039443155452,"control",1,"RawMidline"
"62","CTEEG043",0.419,0.668,0.068,0.108,0.549402617106012,0.450597382893988,0.499,0.704,0.367,0.041,0.097,0.047,0.365067324103926,0.345344206334155,0.289588469561919,0.454,0.353,0.549,0.727,0.024,0.042,0.033,0.091,0.243883937037739,0.231177697705291,0.238763512232126,0.286174853024844,0.771,0.626,0.53,0.45,0.351,0.083,0.031,0.025,0.022,0.041,0.186611037360137,0.160250331879386,0.197231177697705,0.228901953347241,0.227005499715532,"control",1,"RawMidline"
"63","CTEEG046",0.626,0.946,0.095,0.156,0.583269230769231,0.416730769230769,0.546,0.971,0.713,0.07,0.153,0.048,0.2775,0.363269230769231,0.359230769230769,0.542,0.693,1.119,0.849,0.069,0.038,0.135,0.052,0.265961538461538,0.300769230769231,0.144423076923077,0.288846153846154,1.125,0.873,0.519,0.743,0.646,0.134,0.041,0.063,0.033,0.027,0.141153846153846,0.222115384615385,0.200961538461538,0.222692307692308,0.213076923076923,"control",1,"RawMidline"
"64","CTEEG047",0.681,0.41,0.198,0.063,0.285797213622291,0.714202786377709,0.714,0.366,0.48,0.205,0.041,0.035,0.235874613003096,0.411184210526316,0.352941176470588,0.408,0.336,0.722,0.492,0.02,0.032,0.207,0.032,0.256965944272446,0.21749226006192,0.223490712074303,0.302051083591331,0.386,0.452,0.834,0.314,0.548,0.018,0.02,0.228,0.026,0.042,0.260642414860681,0.236842105263158,0.119582043343653,0.124613003095975,0.258320433436532,"control",1,"RawMidline"
"65","CTEEG048",0.326,0.469,0.04,0.07,0.45021227325357,0.54978772674643,0.508,0.398,0.31,0.066,0.023,0.032,0.325164029332304,0.340409108452335,0.334426862215361,0.316,0.458,0.4,0.562,0.034,0.017,0.017,0.062,0.38209185642609,0.208992666923968,0.261868004631416,0.147047472018526,0.403,0.29,0.349,0.459,0.562,0.016,0.024,0.015,0.017,0.062,0.246429949826322,0.206676958703203,0.196063296024701,0.204168274797376,0.146661520648398,"control",1,"RawMidline"
"66","CTEEG051",0.919,0.617,0.149,0.096,0.363601385148134,0.636398614851866,0.704,0.532,0.944,0.045,0.063,0.146,0.385148133897653,0.302616390919584,0.312235475182763,0.95,0.74,0.647,0.514,0.146,0.028,0.027,0.055,0.296267795305887,0.237014236244709,0.218930357829935,0.247787610619469,0.95,0.478,0.581,0.741,0.659,0.146,0.041,0.026,0.027,0.021,0.296267795305887,0.146787225856098,0.151981531358215,0.229318968834167,0.175644478645633,"control",1,"RawMidline"
"67","CTEEG052",0.61,0.924,0.089,0.133,0.6,0.4,0.672,0.925,0.524,0.04,0.133,0.065,0.346369796708616,0.404453049370765,0.24917715392062,0.522,1.018,0.661,0.798,0.064,0.108,0.034,0.044,0.241819941916747,0.221878025169409,0.311713455953533,0.22458857696031,0.486,0.681,0.603,0.801,1.018,0.055,0.023,0.024,0.043,0.108,0.151016456921588,0.217424975798645,0.190513068731849,0.220329138431752,0.220716360116166,"control",1,"RawMidline"
"68","CTEEG053",0.422,0.659,0.063,0.118,0.57056765163297,0.42943234836703,0.676,0.376,0.484,0.115,0.046,0.033,0.377916018662519,0.303654743390358,0.318429237947123,0.433,0.345,0.523,0.702,0.023,0.039,0.033,0.113,0.271772939346812,0.165435458786936,0.256804043545879,0.305987558320373,0.45,0.634,0.531,0.362,0.805,0.022,0.034,0.026,0.043,0.117,0.252332814930016,0.199261275272162,0.195178849144635,0.235808709175739,0.117418351477449,"control",1,"RawMidline"
"69","CTEEG054",0.445,0.296,0.063,0.042,0.48906945250532,0.51093054749468,0.27,0.355,0.467,0.029,0.025,0.058,0.320564906171406,0.318243373960147,0.361191719868447,0.263,0.336,0.502,0.405,0.026,0.02,0.052,0.02,0.271425807699749,0.269104275488489,0.207777132907719,0.251692783904043,0.41,0.352,0.504,0.304,0.252,0.018,0.015,0.052,0.014,0.023,0.229831688914684,0.195976010833817,0.201392919326756,0.178951441284581,0.193847939640163,"control",1,"RawMidline"
"70","CTEEG055",0.351,0.593,0.057,0.149,0.567305829943831,0.432694170056169,0.319,0.704,0.458,0.039,0.149,0.045,0.380786364516754,0.204532248692621,0.414681386790626,0.407,0.716,0.309,0.498,0.024,0.148,0.034,0.028,0.248305248886306,0.190005810575247,0.324423784621344,0.237265155917102,0.716,0.29,0.418,0.498,0.354,0.148,0.025,0.018,0.027,0.017,0.190199496416812,0.210923881464265,0.194847956614371,0.234747239976758,0.169281425527794,"control",1,"RawMidline"
"71","CTEEG056",0.32,0.45,0.046,0.058,0.500290528762347,0.499709471237653,0.378,0.473,0.291,0.019,0.055,0.035,0.349602944024792,0.349215572341662,0.301181483633546,0.262,0.473,0.382,0.325,0.026,0.055,0.017,0.016,0.150881270579121,0.347278713926012,0.31493317838466,0.186906837110207,0.369,0.411,0.262,0.492,0.323,0.01,0.015,0.026,0.054,0.016,0.196591129188456,0.227193492155723,0.150300213054426,0.246949447995352,0.178965717606043,"control",1,"RawMidline"
"72","CTEEG059",0.856,0.543,0.169,0.081,0.474059787849566,0.525940212150434,0.973,0.526,0.713,0.16,0.073,0.048,0.243780135004822,0.45053037608486,0.305689488910318,0.977,0.727,0.602,0.478,0.16,0.041,0.03,0.058,0.239922854387657,0.261137897782064,0.238379942140791,0.260559305689489,0.728,0.608,0.977,0.521,0.423,0.041,0.027,0.16,0.024,0.049,0.259016393442623,0.214850530376085,0.239922854387657,0.179942140790743,0.106268081002893,"control",1,"RawMidline"
"73","CTEEG061",0.462,0.673,0.07,0.109,0.505469199769718,0.494530800230282,0.441,0.59,0.771,0.063,0.04,0.11,0.403377470734984,0.40260986374976,0.194012665515256,0.617,0.787,0.407,0.523,0.03,0.11,0.052,0.026,0.293225868355402,0.173479178660526,0.256764536557283,0.276530416426789,0.618,0.787,0.459,0.367,0.532,0.03,0.11,0.021,0.042,0.021,0.289195931682978,0.17232776818269,0.174438687392055,0.13126079447323,0.232776818269046,"control",1,"RawMidline"
"74","CTEEG062",0.327,0.33,0.022,0.083,0.532021604938272,0.467978395061728,0.329,0.355,0.301,0.104,0.017,0.016,0.254243827160494,0.383680555555556,0.362075617283951,0.322,0.362,0.279,0.368,0.01,0.013,0.018,0.111,0.260223765432099,0.285108024691358,0.293402777777778,0.161265432098765,0.326,0.421,0.252,0.358,0.299,0.008,0.043,0.028,0.01,0.008,0.208912037037037,0.161844135802469,0.21045524691358,0.232253086419753,0.186535493827161,"control",1,"RawMidline"
"75","CTEEG065",0.388,0.557,0.054,0.086,0.544394793083349,0.45560520691665,0.597,0.464,0.36,0.084,0.028,0.045,0.285991839906742,0.357295511948708,0.35671264814455,0.433,0.346,0.507,0.643,0.02,0.041,0.023,0.082,0.271808820672236,0.277443170779095,0.278026034583252,0.172721973965417,0.312,0.508,0.382,0.643,0.439,0.036,0.023,0.016,0.082,0.018,0.130367204196619,0.270643093063921,0.185739265591607,0.17194482222654,0.241305614921313,"control",1,"RawMidline"
"76","CTEEG030",0.394,0.253,0.073,0.048,0.315457413249211,0.684542586750789,0.403,0.297,0.214,0.071,0.016,0.033,0.286014721345952,0.35856992639327,0.355415352260778,0.2,0.302,0.403,0.261,0.028,0.012,0.07,0.014,0.256572029442692,0.286014721345952,0.289169295478444,0.168243953732913,0.339,0.297,0.2,0.261,0.447,0.017,0.008,0.028,0.014,0.067,0.19453207150368,0.219768664563617,0.256572029442692,0.170347003154574,0.158780231335436,"control",12,"ZscoredScaled"
"77","CTEEG031",0.224,0.442,0.029,0.149,0.590447154471545,0.409552845528455,0.25,0.201,0.443,0.016,0.017,0.149,0.283536585365854,0.306910569105691,0.409552845528455,0.25,0.633,0.368,0.201,0.015,0.153,0.044,0.017,0.283536585365854,0.113821138211382,0.295731707317073,0.306910569105691,0.187,0.252,0.216,0.368,0.633,0.01,0.014,0.008,0.044,0.153,0.149390243902439,0.257113821138211,0.183943089430894,0.295731707317073,0.113821138211382,"control",12,"ZscoredScaled"
"78","CTEEG032",0.126,0.261,0.022,0.09,0.470643939393939,0.529356060606061,0.208,0.125,0.352,0.026,0.021,0.091,0.352272727272727,0.456439393939394,0.191287878787879,0.205,0.097,0.351,0.133,0.027,0.015,0.091,0.009,0.375,0.121212121212121,0.192234848484848,0.31155303030303,0.098,0.128,0.146,0.207,0.352,0.016,0.004,0.007,0.026,0.091,0.129734848484848,0.18844696969697,0.133522727272727,0.357007575757576,0.191287878787879,"control",12,"ZscoredScaled"
"79","CTEEG033",0.308,0.171,0.059,0.031,0.423728813559322,0.576271186440678,0.167,0.258,0.359,0.029,0.027,0.048,0.536128456735058,0.272078501338091,0.191793041926851,0.19,0.306,0.121,0.147,0.015,0.06,0.006,0.009,0.354148082069581,0.433541480820696,0.0954504906333631,0.11685994647636,0.121,0.188,0.147,0.259,0.36,0.006,0.013,0.009,0.026,0.048,0.0954504906333631,0.329170383586084,0.11685994647636,0.266726137377342,0.191793041926851,"control",12,"ZscoredScaled"
"80","CTEEG034",0.418,0.236,0.08,0.059,0.41207075962539,0.58792924037461,0.29,0.169,0.444,0.034,0.025,0.074,0.45681581685744,0.227887617065557,0.315296566077003,0.29,0.192,0.444,0.15,0.033,0.013,0.074,0.013,0.45681581685744,0.105098855359001,0.315296566077003,0.122788761706556,0.337,0.171,0.251,0.281,0.468,0.022,0.026,0.007,0.011,0.068,0.262226847034339,0.234131113423517,0.123829344432882,0.138397502601457,0.241415192507804,"control",12,"ZscoredScaled"
"81","CTEEG035",0.169,0.231,0.027,0.104,0.558428128231644,0.441571871768356,0.179,0.097,0.284,0.021,0.034,0.06,0.472595656670114,0.198552223371251,0.328852119958635,0.095,0.322,0.217,0.166,0.033,0.054,0.017,0.013,0.1923474663909,0.185108583247156,0.30506721820062,0.317476732161324,0.173,0.322,0.136,0.218,0.067,0.009,0.054,0.015,0.017,0.023,0.22440537745605,0.185108583247156,0.188210961737332,0.304033092037229,0.0982419855222337,"control",12,"ZscoredScaled"
"82","CTEEG036",0.533,0.466,0.134,0.032,0.40972972972973,0.59027027027027,0.494,0.438,0.537,0.018,0.02,0.138,0.334054054054054,0.303783783783784,0.362162162162162,0.469,0.701,0.393,0.533,0.015,0.079,0.037,0.025,0.339459459459459,0.0983783783783784,0.254054054054054,0.308108108108108,0.701,0.353,0.422,0.469,0.533,0.079,0.022,0.011,0.015,0.025,0.0983783783783784,0.103783783783784,0.157837837837838,0.331891891891892,0.308108108108108,"control",12,"ZscoredScaled"
"83","CTEEG037",0.258,0.125,0.06,0.033,0.470124013528749,0.529875986471251,0.125,0.222,0.328,0.032,0.023,0.046,0.527621195039459,0.315670800450958,0.156708004509583,0.101,0.328,0.159,0.224,0.019,0.046,0.013,0.022,0.304396843291996,0.156708004509583,0.235625704622322,0.303269447576099,0.209,0.101,0.343,0.253,0.159,0.013,0.019,0.041,0.014,0.013,0.190529875986471,0.304396843291996,0.122886133032694,0.149943630214205,0.232243517474634,"control",12,"ZscoredScaled"
"84","CTEEG038",0.183,0.3,0.036,0.035,0.504357298474945,0.495642701525054,0.264,0.326,0.181,0.014,0.022,0.035,0.229847494553377,0.277777777777778,0.492374727668845,0.215,0.266,0.326,0.155,0.014,0.012,0.022,0.023,0.227668845315904,0.21677559912854,0.278867102396514,0.276688453159041,0.215,0.338,0.297,0.155,0.263,0.014,0.016,0.01,0.023,0.01,0.23202614379085,0.188453159041394,0.120915032679739,0.276688453159041,0.181917211328976,"control",12,"ZscoredScaled"
"85","CTEEG041",0.253,0.396,0.055,0.054,0.424528301886792,0.575471698113208,0.289,0.186,0.396,0.019,0.033,0.054,0.277777777777778,0.150943396226415,0.571278825995807,0.186,0.289,0.364,0.458,0.033,0.018,0.021,0.042,0.150943396226415,0.273584905660377,0.381551362683438,0.193920335429769,0.458,0.286,0.381,0.187,0.342,0.042,0.016,0.01,0.033,0.014,0.193920335429769,0.249475890985325,0.20335429769392,0.150943396226415,0.20230607966457,"control",12,"ZscoredScaled"
"86","CTEEG042",0.113,0.227,0.034,0.049,0.609014675052411,0.390985324947589,0.159,0.242,0.095,0.014,0.045,0.025,0.281970649895178,0.30083857442348,0.417190775681342,0.07,0.242,0.112,0.159,0.018,0.045,0.01,0.014,0.169811320754717,0.30188679245283,0.247379454926625,0.280922431865828,0.278,0.109,0.154,0.063,0.2,0.037,0.012,0.011,0.015,0.015,0.149895178197065,0.288259958071279,0.231656184486373,0.128930817610063,0.20125786163522,"control",12,"ZscoredScaled"
"87","CTEEG043",0.069,0.176,0.018,0.061,0.418335089567966,0.581664910432034,0.133,0.068,0.215,0.016,0.018,0.061,0.285563751317176,0.409905163329821,0.304531085353003,0.133,0.081,0.215,0.051,0.016,0.01,0.061,0.009,0.28345626975764,0.231822971548999,0.304531085353003,0.180189673340358,0.046,0.134,0.063,0.083,0.215,0.006,0.015,0.004,0.009,0.061,0.119072708113804,0.277133825079031,0.083245521601686,0.216016859852476,0.304531085353003,"control",12,"ZscoredScaled"
"88","CTEEG046",0.234,0.504,0.047,0.126,0.793284365162644,0.206715634837356,0.314,0.217,0.551,0.027,0.034,0.107,0.208814270724029,0.633788037775446,0.157397691500525,0.171,0.551,0.313,0.234,0.024,0.107,0.027,0.017,0.178384050367261,0.157397691500525,0.213011542497377,0.451206715634837,0.253,0.316,0.17,0.221,0.551,0.01,0.026,0.023,0.01,0.107,0.198321091290661,0.200419727177335,0.169989506820567,0.273871983210913,0.157397691500525,"control",12,"ZscoredScaled"
"89","CTEEG047",0.069,0.145,0.024,0.036,0.420477137176938,0.579522862823062,0.059,0.184,0.119,0.019,0.036,0.016,0.311133200795229,0.196819085487078,0.492047713717694,0.073,0.04,0.184,0.119,0.008,0.011,0.036,0.016,0.172962226640159,0.135188866799205,0.195825049701789,0.496023856858847,0.096,0.057,0.136,0.116,0.187,0.005,0.018,0.006,0.006,0.036,0.136182902584493,0.295228628230616,0.214711729622266,0.170974155069582,0.182902584493042,"control",12,"ZscoredScaled"
"90","CTEEG048",0.142,0.09,0.023,0.017,0.444565217391304,0.555434782608696,0.11,0.074,0.155,0.01,0.009,0.021,0.465217391304348,0.256521739130435,0.278260869565217,0.155,0.086,0.068,0.111,0.021,0.006,0.005,0.009,0.275,0.135869565217391,0.15,0.439130434782609,0.122,0.07,0.092,0.158,0.105,0.006,0.007,0.006,0.02,0.004,0.222826086956522,0.196739130434783,0.126086956521739,0.240217391304348,0.214130434782609,"control",12,"ZscoredScaled"
"91","CTEEG051",0.218,0.38,0.042,0.077,0.700575815738964,0.299424184261036,0.384,0.26,0.19,0.076,0.015,0.029,0.287907869481766,0.297504798464491,0.414587332053743,0.263,0.173,0.383,0.224,0.013,0.022,0.076,0.009,0.258157389635317,0.267754318618042,0.289827255278311,0.18426103646833,0.383,0.223,0.19,0.155,0.263,0.076,0.009,0.007,0.017,0.013,0.289827255278311,0.186180422264875,0.13531669865643,0.130518234165067,0.258157389635317,"control",12,"ZscoredScaled"
"92","CTEEG052",0.554,0.265,0.197,0.081,0.249448123620309,0.750551876379691,0.324,0.175,0.556,0.034,0.038,0.197,0.454746136865342,0.296909492273731,0.248344370860927,0.572,0.158,0.262,0.342,0.2,0.025,0.029,0.027,0.224061810154525,0.227373068432671,0.189845474613687,0.358719646799117,0.138,0.555,0.263,0.183,0.339,0.012,0.197,0.028,0.014,0.024,0.124724061810155,0.249448123620309,0.184326710816777,0.108167770419426,0.333333333333333,"control",12,"ZscoredScaled"
"93","CTEEG053",0.173,0.28,0.025,0.063,0.486021505376344,0.513978494623656,0.238,0.346,0.17,0.017,0.057,0.023,0.346236559139785,0.187096774193548,0.466666666666667,0.241,0.191,0.147,0.346,0.015,0.012,0.011,0.057,0.318279569892473,0.290322580645161,0.204301075268817,0.187096774193548,0.218,0.251,0.147,0.346,0.185,0.011,0.009,0.011,0.057,0.008,0.209677419354839,0.189247311827957,0.203225806451613,0.187096774193548,0.210752688172043,"control",12,"ZscoredScaled"
"94","CTEEG054",0.078,0.29,0.041,0.101,0.79646017699115,0.20353982300885,0.117,0.293,0.044,0.018,0.1,0.02,0.378318584070796,0.201327433628319,0.420353982300885,0.065,0.292,0.029,0.119,0.011,0.1,0.012,0.017,0.196902654867257,0.201327433628319,0.238938053097345,0.36283185840708,0.021,0.119,0.292,0.042,0.069,0.008,0.017,0.1,0.006,0.01,0.136061946902655,0.356194690265487,0.201327433628319,0.133849557522124,0.172566371681416,"control",12,"ZscoredScaled"
"95","CTEEG055",0.223,0.113,0.051,0.031,0.29923830250272,0.70076169749728,0.135,0.085,0.222,0.012,0.024,0.051,0.390642002176279,0.305767138193689,0.303590859630033,0.199,0.136,0.085,0.307,0.021,0.012,0.024,0.037,0.23721436343852,0.391730141458107,0.305767138193689,0.0652883569096844,0.11,0.14,0.307,0.063,0.198,0.009,0.008,0.037,0.016,0.022,0.254624591947769,0.292709466811752,0.0652883569096844,0.145810663764962,0.241566920565832,"control",12,"ZscoredScaled"
"96","CTEEG056",0.176,0.105,0.036,0.018,0.30989010989011,0.69010989010989,0.094,0.183,0.127,0.011,0.034,0.008,0.452747252747253,0.268131868131868,0.279120879120879,0.127,0.085,0.103,0.183,0.008,0.007,0.005,0.034,0.278021978021978,0.221978021978022,0.230769230769231,0.269230769230769,0.12,0.085,0.132,0.181,0.102,0.004,0.007,0.003,0.035,0.004,0.132967032967033,0.221978021978022,0.13956043956044,0.279120879120879,0.226373626373626,"control",12,"ZscoredScaled"
"97","CTEEG059",0.143,0.256,0.025,0.052,0.302673796791444,0.697326203208556,0.143,0.309,0.222,0.025,0.041,0.018,0.302673796791444,0.271657754010695,0.425668449197861,0.143,0.218,0.335,0.263,0.025,0.015,0.033,0.014,0.301604278074866,0.370053475935829,0.159358288770053,0.168983957219251,0.204,0.167,0.236,0.127,0.311,0.009,0.009,0.01,0.017,0.04,0.188235294117647,0.117647058823529,0.252406417112299,0.180748663101604,0.26096256684492,"control",12,"ZscoredScaled"
"98","CTEEG061",0.332,0.189,0.07,0.031,0.441304347826087,0.558695652173913,0.383,0.264,0.187,0.051,0.017,0.03,0.244565217391304,0.215217391304348,0.540217391304348,0.168,0.264,0.215,0.383,0.023,0.016,0.009,0.051,0.316304347826087,0.21304347826087,0.225,0.245652173913043,0.185,0.383,0.215,0.147,0.264,0.007,0.051,0.008,0.018,0.016,0.179347826086957,0.245652173913043,0.218478260869565,0.142391304347826,0.214130434782609,"control",12,"ZscoredScaled"
"99","CTEEG062",0.094,0.045,0.019,0.016,0.607035175879397,0.392964824120603,0.044,0.083,0.118,0.016,0.008,0.011,0.382914572864322,0.428140703517588,0.18894472361809,0.025,0.047,0.094,0.059,0.009,0.003,0.019,0.004,0.126633165829146,0.11356783919598,0.605025125628141,0.154773869346734,0.089,0.075,0.112,0.044,0.132,0.004,0.004,0.006,0.015,0.007,0.242211055276382,0.187939698492462,0.126633165829146,0.379899497487437,0.0633165829145729,"control",12,"ZscoredScaled"
"100","CTEEG065",0.133,0.132,0.047,0.047,0.534276387377584,0.465723612622416,0.183,0.083,0.133,0.019,0.022,0.011,0.356909684439608,0.369967355821545,0.273122959738847,0.183,0.134,0.064,0.1,0.019,0.01,0.016,0.008,0.356909684439608,0.263329706202394,0.176278563656148,0.20348204570185,0.119,0.098,0.064,0.185,0.141,0.006,0.007,0.016,0.018,0.008,0.110990206746464,0.177366702937976,0.173014145810664,0.339499455930359,0.199129488574538,"control",12,"ZscoredScaled"
"101","CTEEG030",0.394,0.253,0.073,0.048,0.315457413249211,0.684542586750789,0.403,0.297,0.214,0.071,0.016,0.033,0.286014721345952,0.35856992639327,0.355415352260778,0.2,0.302,0.403,0.261,0.028,0.012,0.07,0.014,0.256572029442692,0.286014721345952,0.289169295478444,0.168243953732913,0.339,0.297,0.2,0.261,0.447,0.017,0.008,0.028,0.014,0.067,0.19453207150368,0.219768664563617,0.256572029442692,0.170347003154574,0.158780231335436,"control",12,"Minmaxscale"
"102","CTEEG031",0.224,0.442,0.029,0.149,0.590447154471545,0.409552845528455,0.25,0.201,0.443,0.016,0.017,0.149,0.283536585365854,0.306910569105691,0.409552845528455,0.25,0.633,0.368,0.201,0.015,0.153,0.044,0.017,0.283536585365854,0.113821138211382,0.295731707317073,0.306910569105691,0.187,0.252,0.216,0.368,0.633,0.01,0.014,0.008,0.044,0.153,0.149390243902439,0.257113821138211,0.183943089430894,0.295731707317073,0.113821138211382,"control",12,"Minmaxscale"
"103","CTEEG032",0.126,0.261,0.022,0.09,0.470643939393939,0.529356060606061,0.208,0.125,0.352,0.026,0.021,0.091,0.352272727272727,0.456439393939394,0.191287878787879,0.205,0.097,0.351,0.133,0.027,0.015,0.091,0.009,0.375,0.121212121212121,0.192234848484848,0.31155303030303,0.098,0.128,0.146,0.207,0.352,0.016,0.004,0.007,0.026,0.091,0.129734848484848,0.18844696969697,0.133522727272727,0.357007575757576,0.191287878787879,"control",12,"Minmaxscale"
"104","CTEEG033",0.308,0.171,0.059,0.031,0.423728813559322,0.576271186440678,0.167,0.258,0.359,0.029,0.027,0.048,0.536128456735058,0.272078501338091,0.191793041926851,0.19,0.306,0.121,0.147,0.015,0.06,0.006,0.009,0.354148082069581,0.433541480820696,0.0954504906333631,0.11685994647636,0.121,0.188,0.147,0.259,0.36,0.006,0.013,0.009,0.026,0.048,0.0954504906333631,0.329170383586084,0.11685994647636,0.266726137377342,0.191793041926851,"control",12,"Minmaxscale"
"105","CTEEG034",0.418,0.236,0.08,0.059,0.41207075962539,0.58792924037461,0.29,0.169,0.444,0.034,0.025,0.074,0.45681581685744,0.227887617065557,0.315296566077003,0.29,0.192,0.444,0.15,0.033,0.013,0.074,0.013,0.45681581685744,0.105098855359001,0.315296566077003,0.122788761706556,0.337,0.171,0.251,0.281,0.468,0.022,0.026,0.007,0.011,0.068,0.262226847034339,0.234131113423517,0.123829344432882,0.138397502601457,0.241415192507804,"control",12,"Minmaxscale"
"106","CTEEG035",0.169,0.231,0.027,0.104,0.558428128231644,0.441571871768356,0.179,0.097,0.284,0.021,0.034,0.06,0.472595656670114,0.198552223371251,0.328852119958635,0.095,0.322,0.217,0.166,0.033,0.054,0.017,0.013,0.1923474663909,0.185108583247156,0.30506721820062,0.317476732161324,0.173,0.322,0.136,0.218,0.067,0.009,0.054,0.015,0.017,0.023,0.22440537745605,0.185108583247156,0.188210961737332,0.304033092037229,0.0982419855222337,"control",12,"Minmaxscale"
"107","CTEEG036",0.533,0.466,0.134,0.032,0.40972972972973,0.59027027027027,0.494,0.438,0.537,0.018,0.02,0.138,0.334054054054054,0.303783783783784,0.362162162162162,0.469,0.701,0.393,0.533,0.015,0.079,0.037,0.025,0.339459459459459,0.0983783783783784,0.254054054054054,0.308108108108108,0.701,0.353,0.422,0.469,0.533,0.079,0.022,0.011,0.015,0.025,0.0983783783783784,0.103783783783784,0.157837837837838,0.331891891891892,0.308108108108108,"control",12,"Minmaxscale"
