"","Subject","hhm_2_aics","hhm_3_aics","hhm_4_aics","hhm_5_aics","performance_class","performance_trials","performance_scale"
"5813","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5814","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5815","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5816","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5817","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5818","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5819","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5820","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5821","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5822","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5823","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5824","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5825","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5826","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5827","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5828","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5829","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5830","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5831","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5832","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5833","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5834","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5835","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5836","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5837","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5838","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5839","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5840","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5841","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5842","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5843","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5844","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5845","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5846","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5847","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5848","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5849","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5850","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5851","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5852","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5853","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5854","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5855","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5856","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5857","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5858","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5859","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5860","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5861","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5862","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5863","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5864","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5865","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5866","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5867","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5868","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5869","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5870","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5871","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5872","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5873","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5874","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5875","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5876","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5877","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5878","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5879","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5880","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5881","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5882","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5883","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5884","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5885","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5886","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5887","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5888","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5889","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5890","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5891","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5892","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5893","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5894","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5895","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5896","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5897","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5898","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5899","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5900","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5901","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5902","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5903","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5904","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5905","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5906","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5907","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5908","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5909","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5910","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5911","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5912","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5913","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5914","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5915","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5916","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5917","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5918","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5919","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5920","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5921","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5922","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5923","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5924","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5925","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5926","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5927","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5928","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5929","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5930","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5931","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5932","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5933","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5934","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5935","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5936","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5937","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5938","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5939","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5940","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5941","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5942","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5943","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5944","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5945","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5946","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5947","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5948","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5949","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5950","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5951","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5952","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5953","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5954","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5955","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5956","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5957","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5958","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5959","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5960","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5961","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5962","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5963","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5964","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5965","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5966","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5967","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5968","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5969","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5970","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5971","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5972","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5973","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5974","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5975","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5976","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5977","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"5978","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"5979","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"5980","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"5981","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"5982","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"5983","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"5984","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"5985","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"5986","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"5987","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"5988","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"5989","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"5990","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"5991","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"5992","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"5993","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"5994","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"5995","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"5996","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"5997","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"5998","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"5999","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"6000","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"6001","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"6002","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"6003","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"6004","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"6005","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"6006","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"6007","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"6008","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
"6009","CTEEG021",-3482.89460759152,-3936.2547688272,-4333.76604334021,-4262.09777060419,"experiment",12,"Minmaxscale"
"6010","CTEEG022",-6728.82907746177,-8907.19871631267,-10260.0343037908,-11229.2168765036,"experiment",12,"Minmaxscale"
"6011","CTEEG023",-3126.24294322857,-3604.25401725401,-3943.89677458359,-4463.89623743595,"experiment",12,"Minmaxscale"
"6012","CTEEG024",-10171.2653855171,-11569.2492230105,-12991.3248693351,-13675.7450530614,"experiment",12,"Minmaxscale"
"6013","CTEEG049",-4344.1173306966,-5523.69034776145,-6267.47950583172,-6676.90331550101,"experiment",12,"Minmaxscale"
"6014","CTEEG057",-11608.8551922765,-13568.400935591,-15414.7872195715,-16766.2951606288,"experiment",12,"Minmaxscale"
"6015","CTEEG058",-3470.02731893366,-4195.85749705068,-4683.72402059092,-4933.54564461077,"experiment",12,"Minmaxscale"
"6016","CTEEG060",-2466.05415684826,-2945.08645997338,-3295.0707054325,-3533.10515446081,"experiment",12,"Minmaxscale"
"6017","CTEEG002",-2513.39778896634,-3161.57919009514,-3406.89309117237,-3623.84115101187,"experiment",12,"Minmaxscale"
"6018","CTEEG003",-1720.45138871118,-2397.59101781407,-2768.32391799039,-2975.49468482037,"experiment",12,"Minmaxscale"
"6019","CTEEG004",-1774.82818531978,-2464.45933094741,-2954.96742137542,-3210.53222992491,"experiment",12,"Minmaxscale"
"6020","CTEEG005",-3854.92668069002,-4427.51494347458,-4950.3794117192,-5347.914473236,"experiment",12,"Minmaxscale"
"6021","CTEEG006",-2188.27598627862,-2813.47553948871,-3103.25434097363,-3343.64650273283,"experiment",12,"Minmaxscale"
"6022","CTEEG008",-3144.18357405982,-3818.59040831637,-4315.40303817353,-4502.38530163511,"experiment",12,"Minmaxscale"
"6023","CTEEG009",-17658.0565056225,-21487.1344577537,-25412.2237643245,-27529.6970853188,"experiment",12,"Minmaxscale"
"6024","CTEEG011",-3532.16361795409,-4432.51452045344,-4852.11973472992,-5183.95814891714,"experiment",12,"Minmaxscale"
"6025","CTEEG012",-3361.70857013822,-4348.94344423325,-4898.68861477313,-5215.62861719742,"experiment",12,"Minmaxscale"
"6026","CTEEG013",-2465.6011591638,-2779.5665817685,-3268.10944968699,-3059.11744185303,"experiment",12,"Minmaxscale"
"6027","CTEEG015",-2329.91824361318,-2934.42440360908,-3251.31535773252,-3706.4229323048,"experiment",12,"Minmaxscale"
"6028","CTEEG017",-3530.64058555659,-3899.05628223821,-4402.37695743934,-4716.21673401929,"experiment",12,"Minmaxscale"
"6029","CTEEG018",-1779.82707413855,-2098.3134840119,-2491.01007340426,-2719.40128944402,"experiment",12,"Minmaxscale"
"6030","CTEEG019",-3209.83935804732,-3949.6224361011,-4278.58280325725,-4592.98856336039,"experiment",12,"Minmaxscale"
